********** Monthly MOD08_M3.051 product **********
Selected Application: latlonplot 
Aerosol Optical Depth at 550 nm [unitless] (Optical_Depth_Land_And_Ocean_Mean_Mean)
Selected time period: Jan2013 - Dec2013
Fill value:  -9999.0
User selected area:  (Lat: 23.0N - 55.0N) (Lon: 130.0W - 60.0W)
Actual output area:  (Lat: 23.5N - 54.5N) (Lon: 129.5W - 60.5W)
latitude     longitude      Optical_Depth_Land_And_Ocean_Mean_Mean
(degrees)    (degrees)      [unitless]
52.500     -102.500           0.076
52.500     -101.500           0.085
52.500     -100.500           0.103
52.500      -99.500           0.095
52.500      -98.500           0.098
52.500      -97.500           0.115
52.500      -96.500           0.103
52.500      -95.500           0.076
52.500      -94.500           0.087
52.500      -93.500           0.077
52.500      -92.500           0.068
52.500      -91.500           0.064
52.500      -90.500           0.065
52.500      -89.500           0.083
52.500      -88.500           0.083
52.500      -87.500           0.082
52.500      -86.500           0.093
52.500      -85.500           0.119
52.500      -84.500           0.104
52.500      -83.500           0.076
52.500      -82.500           0.074
52.500      -81.500           0.081
52.500      -80.500           0.101
52.500      -79.500           0.112
52.500      -78.500           0.080
52.500      -77.500           0.081
52.500      -76.500           0.077
52.500      -75.500           0.079
52.500      -74.500           0.117
52.500      -73.500           0.117
52.500      -72.500           0.114
52.500      -71.500           0.112
52.500      -70.500           0.150
52.500      -69.500           0.135
52.500      -68.500           0.155
52.500      -67.500           0.190
52.500      -66.500           0.156
52.500      -65.500           0.192
52.500      -64.500           0.194
52.500      -63.500           0.172
52.500      -62.500           0.215
52.500      -61.500           0.117
52.500      -60.500           0.100
53.500     -129.500           0.032
53.500     -128.500           0.046
53.500     -127.500           0.065
53.500     -126.500           0.046
53.500     -125.500           0.041
53.500     -124.500           0.052
53.500     -123.500           0.044
53.500     -122.500           0.047
53.500     -121.500           0.057
53.500     -120.500           0.093
53.500     -119.500           0.074
53.500     -118.500           0.072
53.500     -117.500           0.067
53.500     -116.500           0.067
53.500     -115.500           0.069
53.500     -114.500           0.096
53.500     -113.500           0.112
53.500     -112.500           0.100
53.500     -111.500           0.074
53.500     -110.500           0.067
53.500     -109.500           0.059
53.500     -108.500           0.058
53.500     -107.500           0.046
53.500     -106.500           0.062
53.500     -105.500           0.087
53.500     -104.500           0.075
53.500     -103.500           0.081
53.500     -102.500           0.066
53.500     -101.500           0.100
53.500     -100.500           0.115
53.500      -99.500           0.113
53.500      -98.500           0.167
53.500      -97.500           0.119
53.500      -96.500           0.102
53.500      -95.500           0.114
53.500      -94.500           0.117
53.500      -93.500           0.102
53.500      -92.500           0.090
53.500      -91.500           0.075
53.500      -90.500           0.065
53.500      -89.500           0.079
53.500      -88.500           0.078
53.500      -87.500           0.078
53.500      -86.500           0.104
53.500      -85.500           0.115
53.500      -84.500           0.136
53.500      -83.500           0.119
53.500      -82.500           0.110
53.500      -81.500           0.129
53.500      -80.500           0.114
53.500      -79.500           0.135
53.500      -78.500           0.118
53.500      -77.500           0.091
53.500      -76.500           0.080
53.500      -75.500           0.110
53.500      -74.500           0.122
53.500      -73.500           0.145
53.500      -72.500           0.166
53.500      -71.500           0.162
53.500      -70.500           0.153
53.500      -69.500           0.198
53.500      -68.500           0.223
53.500      -67.500           0.186
53.500      -66.500           0.190
53.500      -65.500           0.204
53.500      -64.500           0.203
53.500      -63.500           0.223
53.500      -62.500           0.276
53.500      -61.500           0.152
53.500      -60.500           0.130
54.500     -129.500           0.106
54.500     -128.500           0.103
54.500     -127.500           0.066
54.500     -126.500           0.057
54.500     -125.500           0.046
54.500     -124.500           0.043
54.500     -123.500           0.040
54.500     -122.500           0.054
54.500     -121.500           0.064
54.500     -120.500           0.068
54.500     -119.500           0.065
54.500     -118.500           0.050
54.500     -117.500           0.059
54.500     -116.500           0.062
54.500     -115.500           0.053
54.500     -114.500           0.085
54.500     -113.500           0.058
54.500     -112.500           0.049
54.500     -111.500           0.066
54.500     -110.500           0.068
54.500     -109.500           0.058
54.500     -108.500           0.064
54.500     -107.500           0.076
54.500     -106.500           0.075
54.500     -105.500           0.066
54.500     -104.500           0.068
54.500     -103.500           0.098
54.500     -102.500           0.095
54.500     -101.500           0.099
54.500     -100.500           0.119
54.500      -99.500           0.115
54.500      -98.500           0.130
54.500      -97.500           0.133
54.500      -96.500           0.128
54.500      -95.500           0.126
54.500      -94.500           0.123
54.500      -93.500           0.098
54.500      -92.500           0.090
54.500      -91.500           0.093
54.500      -90.500           0.096
54.500      -89.500           0.097
54.500      -88.500           0.105
54.500      -87.500           0.110
54.500      -86.500           0.132
54.500      -85.500           0.140
54.500      -84.500           0.147
54.500      -83.500           0.122
54.500      -82.500           0.103
54.500      -81.500           0.139
54.500      -80.500           0.134
54.500      -79.500           0.147
54.500      -78.500           0.114
54.500      -77.500           0.105
54.500      -76.500           0.111
54.500      -75.500           0.120
54.500      -74.500           0.124
54.500      -73.500           0.166
54.500      -72.500           0.170
54.500      -71.500           0.157
54.500      -70.500           0.206
54.500      -69.500           0.174
54.500      -68.500           0.189
54.500      -67.500           0.202
54.500      -66.500           0.196
54.500      -65.500           0.192
54.500      -64.500           0.174
54.500      -63.500           0.218
54.500      -62.500           0.246
54.500      -61.500           0.112
54.500      -60.500           0.140
